review_id,rating,review_text
2950,2,terrible bad late bad bad late bad !!!
2951,5,AMAZING GOOD EXCELLENT 😡 LOL 😡
2952,3,LATE BAD POOR BAD POOR TERRIBLE LATE !!!
2953,4,great good great good !!!
2954,4,EXCELLENT GOOD FANTASTIC 😍 LOL
2955,4,awesome amazing great 😍 !!!
2956,5,GOOD AMAZING AMAZING FANTASTIC GREAT GOOD EXCELLENT 😡 @@@
2957,5,EXCELLENT EXCELLENT GOOD AWESOME ...
2958,3,BAD LATE BAD BAD TERRIBLE LATE POOR !!! !!! ...
2959,1,worst late poor ...
2960,4,amazing amazing fantastic excellent great fantastic ###
2961,2,terrible bad awful worst poor bad bad ... 😡 ###
2962,1,awful poor terrible bad 😍
2963,1,TERRIBLE LATE WORST POOR WORST AWFUL POOR LOL
2964,1,worst worst late late terrible terrible !!!
2965,2,terrible awful bad worst bad !!! !!!
2966,4,AMAZING GREAT GREAT EXCELLENT AWESOME 😍 !!!
2967,5,amazing amazing great amazing @@@ LOL
2968,2,TERRIBLE WORST TERRIBLE LATE ... @@@ ...
2969,2,bad terrible terrible late bad bad LOL
2970,2,awful awful late bad 😡 😍 !!!
2971,4,EXCELLENT AMAZING GOOD GOOD GREAT @@@ LOL LOL
2972,2,LATE WORST LATE SUPER ### 😍
2973,1,AWFUL TERRIBLE LATE BAD AWFUL TERRIBLE LATE !!!
2974,1,worst late poor terrible late terrible worst ...
2975,2,WORST AWFUL AWFUL ### !!!
2976,4,awesome great awesome awesome amazing fantastic SUPER !!! !!!
2977,1,TERRIBLE AWFUL POOR LATE LATE @@@ LOL !!!
2978,2,terrible terrible bad bad 😍 !!!
2979,2,poor bad worst @@@
2980,5,fantastic fantastic amazing awesome good !!! SUPER LOL
2981,3,bad bad bad ###
2982,3,LATE TERRIBLE WORST AWFUL AWFUL POOR 😍 😡 SUPER
2983,4,AWESOME FANTASTIC GREAT GOOD 😍 😍
2984,3,AWFUL AWFUL LATE POOR BAD TERRIBLE @@@ LOL ...
2985,2,bad worst terrible LOL 😍 SUPER
2986,4,great awesome amazing fantastic great ### ### SUPER
2987,1,WORST BAD LATE TERRIBLE LATE BAD ...
2988,5,amazing fantastic excellent excellent amazing good 😍 ### ###
2989,2,worst bad terrible terrible ###
2990,3,late poor terrible @@@
2991,3,worst awful worst late SUPER 😍
2992,4,EXCELLENT FANTASTIC EXCELLENT LOL ### @@@
2993,1,WORST TERRIBLE POOR ### @@@
2994,3,LATE BAD TERRIBLE TERRIBLE SUPER SUPER
2995,3,TERRIBLE TERRIBLE BAD WORST LATE @@@ 😍
2996,5,AMAZING GREAT AWESOME AWESOME AMAZING ...
2997,2,bad terrible poor bad terrible terrible !!! !!! 😍
2998,3,TERRIBLE AWFUL POOR WORST LATE BAD @@@ LOL
2999,1,LATE WORST LATE LATE POOR POOR TERRIBLE !!!
3000,3,POOR LATE AWFUL BAD LOL
3001,3,awful late poor bad worst 😍 !!!
3002,4,fantastic excellent amazing great excellent good ... @@@ !!!
3003,5,GOOD GREAT EXCELLENT FANTASTIC 😍 😡 ...
3004,1,worst terrible bad awful awful !!! ...
3005,3,TERRIBLE BAD WORST BAD WORST SUPER LOL
3006,4,FANTASTIC AWESOME AWESOME ...
3007,4,fantastic awesome great good good fantastic ... !!!
3008,5,AMAZING GOOD GOOD 😍 😍 !!!
3009,2,worst awful worst bad awful bad awful 😡 SUPER
3010,3,worst late worst late terrible LOL
3011,2,AWFUL POOR TERRIBLE BAD WORST WORST !!! SUPER
3012,2,BAD AWFUL POOR 😍 SUPER ...
3013,5,amazing good awesome excellent good good LOL
3014,4,EXCELLENT FANTASTIC GREAT EXCELLENT LOL
3015,3,late bad bad late bad terrible 😡 😍 ###
3016,4,amazing good great amazing great excellent SUPER 😡 LOL
3017,5,EXCELLENT AMAZING AMAZING !!!
3018,2,LATE AWFUL POOR POOR POOR LATE WORST @@@
3019,1,LATE POOR WORST WORST LOL
3020,4,FANTASTIC AWESOME GREAT ### !!! @@@
3021,2,AWFUL BAD AWFUL LATE AWFUL SUPER LOL 😍
3022,1,late poor poor 😡 !!!
3023,3,LATE TERRIBLE AWFUL AWFUL TERRIBLE BAD LOL
3024,5,good good fantastic excellent great LOL
3025,4,great amazing excellent great amazing ###
3026,1,AWFUL BAD WORST POOR SUPER
3027,1,LATE POOR WORST LATE WORST ### ...
3028,2,TERRIBLE BAD LATE POOR BAD 😡 ### 😍
3029,3,awful awful awful bad ...
3030,3,awful poor bad poor worst worst ... 😍 ###
3031,3,awful terrible worst 😍
3032,5,fantastic good good great fantastic 😍
3033,2,POOR AWFUL POOR @@@ !!!
3034,3,TERRIBLE AWFUL TERRIBLE 😍 SUPER ...
3035,5,good good great great amazing 😍
3036,5,FANTASTIC FANTASTIC GOOD GOOD 😍
3037,2,late bad bad awful @@@ 😡 😡
3038,1,terrible worst poor bad poor @@@ ...
3039,1,LATE AWFUL AWFUL BAD POOR AWFUL ...
3040,3,worst awful worst poor poor worst bad ###
3041,3,bad poor late terrible 😍 @@@
3042,3,awful bad poor terrible terrible awful worst @@@ LOL LOL
3043,1,LATE LATE LATE BAD WORST LATE BAD !!! ...
3044,4,EXCELLENT GOOD EXCELLENT EXCELLENT EXCELLENT 😍
3045,2,worst bad terrible awful poor ... LOL SUPER
3046,2,LATE AWFUL WORST LATE AWFUL LATE WORST LOL ###
3047,2,bad poor bad !!! SUPER SUPER
3048,5,AMAZING AMAZING AWESOME 😍 ###
3049,3,TERRIBLE AWFUL WORST WORST ... LOL
3050,5,awesome amazing excellent amazing fantastic good !!! ### !!!
3051,3,LATE LATE LATE BAD LATE LOL ...
3052,1,poor awful bad worst poor late poor LOL
3053,4,amazing amazing excellent LOL !!!
3054,1,AWFUL TERRIBLE AWFUL AWFUL LATE BAD AWFUL LOL 😍 LOL
3055,1,awful awful worst late poor 😍 !!! ###
3056,2,worst bad bad LOL @@@ SUPER
3057,4,FANTASTIC AWESOME AWESOME EXCELLENT AWESOME GOOD FANTASTIC 😡 @@@ LOL
3058,2,WORST WORST TERRIBLE POOR 😡
3059,2,TERRIBLE POOR POOR LATE LATE AWFUL WORST !!! 😍
3060,5,AMAZING AMAZING GREAT EXCELLENT GREAT EXCELLENT AMAZING ... ###
3061,2,AWFUL WORST BAD BAD LATE WORST POOR LOL
3062,3,BAD LATE LATE LATE AWFUL LATE TERRIBLE SUPER 😍
3063,3,TERRIBLE POOR AWFUL ###
3064,3,WORST AWFUL TERRIBLE TERRIBLE BAD !!! LOL
3065,3,bad poor poor late awful 😡 SUPER
3066,4,AMAZING EXCELLENT GREAT @@@ ### LOL
3067,1,WORST TERRIBLE POOR WORST POOR LATE SUPER
3068,3,bad worst poor LOL LOL ...
3069,4,GOOD GREAT EXCELLENT FANTASTIC EXCELLENT AMAZING GREAT LOL SUPER
3070,5,good good amazing great awesome fantastic great ### @@@
3071,4,excellent amazing fantastic great SUPER ...
3072,3,LATE POOR POOR WORST !!! ###
3073,5,great great excellent amazing 😍 @@@
3074,1,worst awful bad worst poor worst worst 😍 LOL LOL
3075,5,awesome excellent great ... SUPER 😍
3076,5,EXCELLENT AWESOME EXCELLENT FANTASTIC SUPER 😍 😍
3077,1,poor awful poor terrible 😡 ###
3078,2,awful terrible late awful late awful SUPER 😍 ###
3079,1,terrible worst worst @@@ ...
3080,1,POOR LATE WORST 😍 !!!
3081,1,TERRIBLE LATE TERRIBLE WORST 😡
3082,3,late bad poor awful terrible terrible LOL !!!
3083,1,awful late worst LOL SUPER
3084,3,worst worst awful SUPER 😍
3085,5,GREAT AMAZING AMAZING AMAZING !!! 😍
3086,1,terrible bad worst bad 😍 😡
3087,3,POOR TERRIBLE AWFUL POOR TERRIBLE TERRIBLE LATE ###
3088,5,good excellent fantastic 😡 ... ###
3089,2,awful poor worst poor awful worst poor LOL
3090,1,POOR BAD LATE AWFUL !!!
3091,5,AMAZING GREAT EXCELLENT ... 😍
3092,3,worst awful late awful terrible LOL
3093,4,amazing great good amazing excellent !!! LOL
3094,5,excellent excellent fantastic amazing fantastic @@@ 😍
3095,1,BAD BAD TERRIBLE AWFUL BAD LOL !!! ...
3096,5,GOOD GOOD FANTASTIC GOOD FANTASTIC AMAZING AMAZING ...
3097,3,poor bad bad poor ... LOL SUPER
3098,4,great fantastic awesome good excellent amazing great @@@ ###
3099,5,excellent awesome awesome awesome fantastic 😡 LOL
3100,1,bad poor late LOL 😍
3101,2,late worst poor terrible awful LOL
3102,3,worst poor poor 😡 SUPER
3103,1,POOR AWFUL POOR LOL
3104,5,awesome fantastic great fantastic fantastic excellent fantastic 😡 !!! 😍
3105,1,AWFUL WORST POOR POOR TERRIBLE LOL !!! ###
3106,4,great excellent good @@@
3107,4,AWESOME GREAT AMAZING FANTASTIC GOOD GREAT EXCELLENT SUPER
3108,4,excellent excellent excellent great great ### !!!
3109,2,LATE LATE WORST WORST BAD TERRIBLE ...
3110,3,LATE BAD BAD AWFUL WORST ... !!! 😍
3111,2,POOR POOR AWFUL POOR LOL SUPER @@@
3112,2,awful late awful terrible awful terrible terrible 😍 ###
3113,2,AWFUL BAD WORST ...
3114,1,bad terrible poor awful 😡 !!! !!!
3115,3,TERRIBLE AWFUL BAD POOR BAD @@@
3116,5,great great good @@@
3117,5,fantastic good amazing good excellent @@@
3118,5,excellent fantastic amazing awesome awesome great 😍 ... 😡
3119,1,LATE WORST WORST AWFUL LOL
3120,4,good good awesome good LOL @@@ SUPER
3121,1,terrible terrible bad 😍 😡
3122,2,worst terrible bad awful SUPER
3123,2,POOR WORST TERRIBLE LATE !!! SUPER @@@
3124,1,WORST BAD AWFUL !!!
3125,4,fantastic good amazing great awesome excellent good !!!
3126,3,BAD WORST BAD LATE LOL
3127,2,BAD AWFUL BAD POOR TERRIBLE LATE ...
3128,5,excellent amazing amazing great amazing awesome amazing !!! ...
3129,5,EXCELLENT EXCELLENT AWESOME AMAZING GOOD !!! 😍 😍
3130,4,GREAT EXCELLENT EXCELLENT GOOD GOOD ###
3131,1,POOR BAD POOR TERRIBLE @@@
3132,5,GOOD GOOD EXCELLENT GREAT AWESOME AMAZING @@@ 😡 @@@
3133,3,TERRIBLE LATE LATE BAD POOR 😡
3134,4,FANTASTIC GREAT FANTASTIC GOOD SUPER SUPER
3135,2,BAD POOR WORST POOR TERRIBLE LATE LOL ...
3136,5,amazing fantastic good awesome ... 😡 ...
3137,3,terrible bad terrible terrible SUPER
3138,2,WORST WORST AWFUL WORST LATE AWFUL 😡 LOL
3139,1,awful late terrible awful late worst late !!!
3140,1,TERRIBLE BAD BAD POOR ### SUPER ...
3141,2,POOR BAD POOR POOR TERRIBLE TERRIBLE POOR @@@ ### 😍
3142,1,POOR LATE BAD AWFUL BAD WORST AWFUL SUPER !!! 😍
3143,1,WORST BAD LATE POOR POOR POOR LATE 😡 @@@ @@@
3144,5,awesome great amazing fantastic LOL 😍
3145,4,great awesome great ... 😍 @@@
3146,4,fantastic awesome awesome good ###
3147,1,bad terrible worst 😡 ...
3148,1,AWFUL LATE WORST WORST POOR LATE !!! 😡
3149,1,poor poor poor poor poor 😍 LOL
3150,2,terrible bad bad poor awful awful 😡 😍 ###
3151,1,late awful bad bad late 😡 @@@
3152,2,AWFUL POOR LATE TERRIBLE LATE 😡 😡 😍
3153,1,poor worst worst bad ... ###
3154,5,AWESOME GOOD FANTASTIC FANTASTIC 😡 ... SUPER
3155,2,worst bad worst worst bad awful 😡 LOL @@@
3156,5,awesome good amazing !!!
3157,3,LATE TERRIBLE BAD POOR !!!
3158,5,amazing amazing great 😡 SUPER 😍
3159,3,worst awful worst awful worst terrible SUPER @@@
3160,1,terrible worst worst poor bad LOL
3161,1,AWFUL TERRIBLE WORST POOR LOL 😍 😡
3162,2,WORST WORST POOR WORST TERRIBLE BAD LATE !!!
3163,4,fantastic awesome awesome 😍 SUPER ...
3164,2,bad late awful worst terrible poor ... 😡
3165,4,fantastic good amazing excellent good great excellent @@@
3166,1,POOR LATE AWFUL TERRIBLE ... 😡 😍
3167,4,EXCELLENT GOOD AMAZING AWESOME @@@ LOL ...
3168,2,TERRIBLE TERRIBLE POOR WORST WORST AWFUL @@@
3169,4,GREAT GREAT GOOD AWESOME AWESOME GOOD AWESOME SUPER LOL
3170,3,BAD BAD WORST LATE POOR ### @@@
3171,5,GOOD GREAT FANTASTIC GREAT @@@
3172,5,EXCELLENT EXCELLENT AWESOME 😍 😡
3173,4,GOOD AMAZING GREAT AMAZING !!! !!! 😍
3174,2,TERRIBLE POOR AWFUL WORST @@@ SUPER
3175,3,worst awful poor terrible terrible 😡 ...
3176,5,EXCELLENT EXCELLENT AWESOME GREAT !!! @@@ LOL
3177,2,terrible worst bad awful poor worst 😡
3178,4,great amazing excellent good ### 😡
3179,2,terrible bad bad late awful ### LOL
3180,5,FANTASTIC FANTASTIC GOOD FANTASTIC AWESOME 😍
3181,5,AWESOME AWESOME FANTASTIC GREAT ...
3182,3,BAD TERRIBLE POOR AWFUL ###
3183,2,LATE TERRIBLE AWFUL TERRIBLE TERRIBLE ###
3184,1,late bad awful awful ### 😡
3185,1,worst poor worst awful @@@
3186,5,GREAT AMAZING FANTASTIC EXCELLENT AWESOME EXCELLENT !!! 😍
3187,3,bad late worst terrible terrible SUPER
3188,3,TERRIBLE AWFUL WORST LOL 😡 @@@
3189,1,AWFUL AWFUL TERRIBLE POOR 😍 😡 ###
3190,1,TERRIBLE TERRIBLE LATE AWFUL 😍 ###
3191,3,awful awful bad worst LOL 😡 ###
3192,1,late awful worst terrible ###
3193,1,worst bad worst terrible terrible 😍 ...
3194,4,AMAZING EXCELLENT AMAZING AWESOME EXCELLENT GOOD SUPER
3195,2,awful poor worst worst poor SUPER LOL 😡
3196,1,LATE POOR TERRIBLE TERRIBLE BAD POOR BAD ### SUPER
3197,1,LATE POOR TERRIBLE LATE AWFUL AWFUL BAD SUPER SUPER !!!
3198,4,great excellent amazing good awesome awesome good !!!
3199,1,bad worst late poor worst ### 😍 SUPER
3200,4,GREAT AWESOME GOOD AMAZING AWESOME GREAT AMAZING 😡 LOL 😡
3201,2,TERRIBLE WORST WORST TERRIBLE WORST TERRIBLE TERRIBLE 😍 !!! @@@
3202,2,late awful worst worst late SUPER 😡 SUPER
3203,2,POOR LATE BAD LATE POOR SUPER LOL
3204,5,amazing amazing excellent good good awesome awesome @@@
3205,1,BAD WORST AWFUL TERRIBLE POOR TERRIBLE BAD ... 😡 LOL
3206,2,TERRIBLE BAD TERRIBLE POOR @@@
3207,3,worst late worst poor late awful poor !!! 😍
3208,4,AWESOME GOOD GREAT FANTASTIC FANTASTIC EXCELLENT @@@ !!! SUPER
3209,4,good fantastic awesome amazing awesome good awesome @@@ SUPER SUPER
3210,1,AWFUL POOR BAD BAD TERRIBLE LOL ###
3211,3,terrible poor worst worst 😍 😡 @@@
3212,1,BAD WORST POOR SUPER ###
3213,5,GOOD GREAT GOOD AWESOME GREAT EXCELLENT FANTASTIC @@@
3214,1,LATE POOR AWFUL POOR WORST BAD 😡 ... ...
3215,1,LATE AWFUL POOR SUPER SUPER !!!
3216,4,amazing amazing amazing great !!! ###
3217,2,WORST POOR TERRIBLE LATE LATE SUPER
3218,4,GREAT AMAZING EXCELLENT AWESOME AMAZING FANTASTIC 😍 ...
3219,2,LATE BAD TERRIBLE POOR WORST 😍 ###
3220,1,LATE TERRIBLE WORST POOR POOR TERRIBLE 😡 ###
3221,5,excellent excellent amazing fantastic amazing 😡
3222,2,POOR LATE BAD AWFUL POOR !!!
3223,3,poor late poor awful poor worst terrible LOL 😍
3224,4,fantastic excellent good awesome fantastic awesome amazing @@@
3225,3,worst poor poor bad poor awful SUPER
3226,5,excellent great good amazing LOL
3227,2,LATE BAD TERRIBLE LATE SUPER
3228,1,awful late terrible terrible poor poor 😍 ### @@@
3229,4,good awesome excellent great ... @@@ !!!
3230,3,worst late poor late @@@
3231,1,BAD POOR AWFUL SUPER
3232,1,LATE TERRIBLE BAD WORST TERRIBLE TERRIBLE BAD ###
3233,1,awful bad bad late poor bad awful 😡 LOL 😍
3234,3,worst late bad late late bad LOL LOL !!!
3235,4,FANTASTIC GOOD GREAT GREAT FANTASTIC AMAZING SUPER
3236,3,awful poor awful bad worst LOL
3237,5,great fantastic good fantastic good LOL
3238,5,AMAZING EXCELLENT GREAT EXCELLENT 😡 😡 ...
3239,3,AWFUL WORST BAD AWFUL WORST SUPER !!! ###
3240,5,amazing excellent fantastic fantastic amazing amazing great 😍 ###
3241,2,worst terrible poor 😍 !!! !!!
3242,2,POOR WORST WORST TERRIBLE LATE LATE WORST ### ...
3243,1,LATE TERRIBLE AWFUL AWFUL BAD WORST 😡 LOL LOL
3244,3,AWFUL TERRIBLE LATE LATE WORST LATE LOL 😍
3245,1,worst worst awful poor bad late 😡
3246,3,bad poor awful 😡
3247,2,LATE POOR WORST BAD BAD WORST @@@ ### ###
3248,5,GOOD FANTASTIC GOOD !!! LOL @@@
3249,5,GOOD EXCELLENT GREAT AMAZING !!!
3250,5,fantastic amazing good awesome excellent SUPER ###
3251,1,WORST POOR BAD TERRIBLE LATE WORST AWFUL 😡 LOL
3252,5,excellent fantastic awesome good good excellent good @@@ !!!
3253,4,amazing great amazing great good amazing 😡
3254,4,AWESOME GREAT AMAZING AMAZING GREAT EXCELLENT AMAZING ... 😍
3255,3,awful poor poor 😍 SUPER 😍
3256,4,AMAZING GOOD FANTASTIC EXCELLENT FANTASTIC GREAT AWESOME SUPER LOL
3257,4,amazing good fantastic amazing awesome excellent @@@ ...
3258,4,amazing great fantastic @@@ 😡 ###
3259,1,bad worst terrible poor awful poor terrible LOL SUPER
3260,4,awesome good excellent awesome awesome !!! 😡
3261,4,AWESOME GREAT GOOD AWESOME AMAZING GREAT AMAZING !!! ... SUPER
3262,3,awful bad terrible worst awful poor SUPER
3263,4,EXCELLENT GREAT AMAZING GOOD 😍 ### SUPER
3264,5,amazing amazing awesome amazing good amazing good ... 😍
3265,5,AMAZING AWESOME EXCELLENT GREAT GOOD FANTASTIC @@@ 😡 😍
3266,4,FANTASTIC GREAT AMAZING 😡
3267,1,LATE TERRIBLE WORST POOR LATE ###
3268,3,bad poor terrible bad awful worst SUPER 😡
3269,3,terrible bad late terrible poor !!! 😍
3270,2,awful bad poor terrible awful 😡
3271,1,TERRIBLE LATE LATE POOR AWFUL AWFUL SUPER
3272,4,excellent awesome good great great fantastic excellent ### ### ...
3273,3,LATE WORST LATE LATE LOL 😍
3274,5,good excellent excellent amazing great fantastic amazing SUPER 😡 😍
3275,1,WORST POOR POOR LATE 😡 ### ...
3276,5,EXCELLENT EXCELLENT EXCELLENT AMAZING EXCELLENT GREAT !!!
3277,3,late poor bad LOL
3278,5,amazing good great 😍 LOL @@@
3279,2,bad worst poor poor awful worst poor 😡
3280,1,BAD AWFUL TERRIBLE TERRIBLE 😡 SUPER
3281,1,late awful bad worst awful LOL
3282,3,late poor worst terrible !!! SUPER
3283,3,terrible terrible terrible awful bad poor ### ### 😍
3284,2,AWFUL WORST LATE AWFUL 😍
3285,3,LATE AWFUL POOR @@@
3286,1,awful bad late awful worst bad awful !!! ### ...
3287,5,awesome good amazing great amazing ... LOL 😡
3288,4,GOOD AWESOME EXCELLENT FANTASTIC EXCELLENT AWESOME EXCELLENT 😍 SUPER LOL
3289,5,great awesome fantastic awesome 😍
3290,5,AWESOME AMAZING AWESOME EXCELLENT EXCELLENT FANTASTIC !!! ... @@@
3291,1,BAD LATE TERRIBLE LATE BAD WORST ### ...
3292,5,GOOD FANTASTIC AWESOME GOOD ###
3293,3,awful terrible late late poor ###
3294,2,awful terrible worst LOL LOL
3295,5,AWESOME EXCELLENT GOOD FANTASTIC AMAZING !!!
3296,1,POOR BAD POOR AWFUL SUPER ...
3297,5,fantastic fantastic good LOL 😡 😡
3298,4,good excellent good excellent good ### ...
3299,1,poor worst bad worst late terrible bad ###
3300,2,BAD POOR WORST TERRIBLE WORST TERRIBLE POOR ### 😍
3301,2,bad worst bad poor awful bad late SUPER @@@ ###
3302,1,poor terrible bad terrible late LOL !!! 😍
3303,4,GOOD FANTASTIC AWESOME GREAT ### ### ...
3304,3,terrible poor bad awful poor LOL
3305,1,worst terrible late worst worst late LOL ...
3306,5,amazing good great 😡 @@@ ...
3307,5,fantastic good awesome awesome good great SUPER ###
3308,1,TERRIBLE TERRIBLE POOR LATE WORST POOR ### LOL
3309,4,AMAZING GOOD GREAT EXCELLENT SUPER
3310,4,GOOD GOOD GREAT GREAT GOOD EXCELLENT AWESOME ... LOL 😡
3311,2,WORST WORST POOR POOR POOR WORST 😍 😍
3312,5,FANTASTIC GOOD AMAZING @@@ @@@
3313,5,FANTASTIC EXCELLENT AMAZING FANTASTIC @@@ SUPER
3314,4,great excellent great great excellent awesome SUPER
3315,2,WORST WORST LATE WORST TERRIBLE @@@
3316,4,GOOD AWESOME GREAT EXCELLENT AMAZING GREAT !!! ###
3317,2,awful bad late SUPER @@@ ###
3318,5,EXCELLENT EXCELLENT AWESOME GREAT EXCELLENT GREAT GOOD !!! LOL ###
3319,1,worst worst poor ###
3320,4,FANTASTIC FANTASTIC GREAT EXCELLENT @@@ 😡
3321,4,GREAT AMAZING GOOD GOOD LOL LOL
3322,1,terrible bad poor late bad bad ... 😡 SUPER
3323,2,BAD LATE BAD LATE WORST LOL 😡 LOL
3324,1,poor late worst terrible awful late poor SUPER
3325,5,excellent excellent excellent great great excellent @@@
3326,3,POOR BAD TERRIBLE BAD AWFUL ###
3327,4,awesome good awesome awesome good good fantastic LOL
3328,1,WORST WORST WORST LATE WORST WORST WORST ... LOL 😡
3329,3,poor awful terrible late late worst !!! @@@ @@@
3330,4,good fantastic amazing fantastic great excellent 😡 !!!
3331,4,AMAZING FANTASTIC GOOD AMAZING GOOD FANTASTIC GOOD ###
3332,2,WORST TERRIBLE BAD BAD AWFUL LATE !!! ### SUPER
3333,4,GOOD FANTASTIC GREAT GOOD AWESOME AWESOME LOL 😍
3334,3,POOR AWFUL POOR WORST LATE AWFUL @@@ ### LOL
3335,1,bad worst worst terrible ###
3336,5,AMAZING AMAZING GREAT AWESOME GREAT 😡 😍
3337,2,terrible bad poor awful terrible ... !!!
3338,1,POOR TERRIBLE LATE POOR LATE POOR AWFUL 😍
3339,3,LATE WORST AWFUL TERRIBLE TERRIBLE !!! 😍 LOL
3340,4,EXCELLENT AMAZING EXCELLENT EXCELLENT GOOD 😡
3341,4,excellent fantastic good amazing @@@ SUPER
3342,5,amazing excellent excellent awesome amazing great 😍
3343,5,fantastic fantastic awesome ...
3344,1,POOR POOR WORST LATE @@@ ... ...
3345,4,GREAT FANTASTIC AMAZING GOOD @@@ 😍 ...
3346,2,bad worst bad LOL
3347,2,POOR AWFUL WORST BAD WORST BAD ... ### LOL
3348,1,BAD POOR POOR LATE WORST WORST @@@
3349,5,fantastic amazing amazing !!!
3350,1,BAD LATE POOR BAD BAD TERRIBLE 😡 @@@ SUPER
3351,4,FANTASTIC GREAT AMAZING AMAZING AWESOME SUPER
3352,5,AWESOME AMAZING AWESOME ... LOL
3353,3,AWFUL TERRIBLE POOR POOR LATE @@@ 😡 ###
3354,3,bad bad bad bad terrible ...
3355,5,awesome excellent fantastic fantastic amazing amazing SUPER 😍 !!!
3356,3,LATE TERRIBLE TERRIBLE TERRIBLE AWFUL AWFUL LATE ### 😡 ###
3357,5,EXCELLENT EXCELLENT AMAZING AMAZING GOOD !!! @@@ LOL
3358,1,poor terrible awful terrible bad SUPER
3359,1,WORST LATE POOR BAD WORST WORST !!! ###
3360,3,poor awful terrible awful terrible ### 😍
3361,1,POOR LATE WORST WORST !!!
3362,5,GREAT AWESOME GREAT GOOD GREAT AMAZING SUPER LOL 😍
3363,2,POOR WORST TERRIBLE AWFUL !!!
3364,3,POOR POOR LATE LATE AWFUL BAD LOL SUPER
3365,5,EXCELLENT AWESOME AWESOME FANTASTIC GREAT AWESOME ### ... 😡
3366,1,POOR WORST POOR TERRIBLE LATE !!! 😍 😡
3367,2,awful worst worst 😡
3368,4,great excellent great excellent good awesome excellent SUPER LOL
3369,2,POOR TERRIBLE AWFUL POOR TERRIBLE BAD TERRIBLE @@@ LOL 😡
3370,5,GREAT AMAZING AMAZING AMAZING GOOD ###
3371,5,excellent good good amazing awesome 😡
3372,4,excellent amazing good 😍 @@@
3373,3,bad bad bad ... SUPER
3374,1,AWFUL POOR WORST TERRIBLE TERRIBLE ...
3375,4,amazing amazing good great awesome great awesome !!! @@@ SUPER
3376,1,TERRIBLE WORST TERRIBLE TERRIBLE LATE TERRIBLE ...
3377,3,TERRIBLE AWFUL AWFUL ###
3378,2,TERRIBLE LATE LATE POOR POOR 😡
3379,5,awesome amazing great awesome great fantastic amazing @@@
3380,3,bad bad bad poor 😡 ### !!!
3381,2,terrible awful awful worst terrible ### 😡 @@@
3382,1,late awful poor poor poor SUPER 😡
3383,5,amazing fantastic great great ...
3384,4,AWESOME EXCELLENT AWESOME FANTASTIC EXCELLENT @@@
3385,2,TERRIBLE WORST AWFUL POOR TERRIBLE WORST 😡 😡
3386,1,AWFUL WORST AWFUL BAD AWFUL LATE BAD 😍 LOL ###
3387,5,fantastic awesome fantastic good @@@ 😍 😍
3388,1,LATE TERRIBLE POOR TERRIBLE POOR SUPER
3389,1,awful poor bad worst bad poor ### ... ...
3390,5,EXCELLENT AMAZING EXCELLENT GOOD AWESOME !!! ...
3391,4,AMAZING FANTASTIC AWESOME FANTASTIC EXCELLENT FANTASTIC GREAT ### SUPER
3392,5,excellent awesome amazing great fantastic good ...
3393,1,POOR POOR TERRIBLE POOR BAD BAD ### !!!
3394,2,awful bad late poor late terrible ... 😡 @@@
3395,3,WORST BAD TERRIBLE BAD @@@
3396,4,FANTASTIC AWESOME AWESOME GOOD FANTASTIC ###
3397,1,AWFUL POOR WORST POOR WORST WORST SUPER ### SUPER
3398,3,terrible late awful worst awful awful @@@ LOL
3399,4,amazing fantastic amazing great 😡 @@@ !!!
3400,3,worst poor poor LOL
3401,5,AWESOME FANTASTIC EXCELLENT GOOD GREAT EXCELLENT AWESOME LOL 😍 @@@
3402,4,awesome amazing excellent amazing excellent fantastic great ... ... 😍
3403,2,BAD BAD BAD POOR BAD POOR AWFUL @@@ 😡
3404,5,fantastic awesome fantastic fantastic LOL !!! 😍
3405,5,great good awesome excellent good good excellent 😡 😍 ###
3406,4,GOOD EXCELLENT FANTASTIC FANTASTIC FANTASTIC AWESOME 😍 😡 😍
3407,3,terrible worst late bad bad ### 😍
3408,2,WORST LATE TERRIBLE AWFUL ... 😡
3409,3,TERRIBLE WORST TERRIBLE POOR WORST WORST POOR 😡
3410,2,POOR WORST AWFUL LATE POOR POOR POOR 😡 SUPER SUPER
3411,1,WORST LATE TERRIBLE WORST BAD LOL
3412,1,WORST POOR WORST AWFUL BAD 😡
3413,1,AWFUL LATE LATE LATE LOL ###
3414,4,great good awesome good great LOL
3415,2,LATE LATE POOR TERRIBLE AWFUL LATE ...
3416,5,great awesome amazing 😡 SUPER @@@
3417,1,TERRIBLE TERRIBLE AWFUL WORST BAD ### LOL
3418,5,GREAT GREAT GREAT AMAZING ... 😍
3419,1,worst terrible worst awful poor !!!
3420,3,BAD BAD BAD WORST POOR POOR BAD 😍 😍
3421,4,AWESOME EXCELLENT GOOD EXCELLENT ### 😍
3422,5,fantastic great awesome excellent great great amazing 😡 😡 !!!
3423,4,AWESOME GOOD FANTASTIC GREAT LOL LOL 😡
3424,2,awful bad awful poor late terrible ###
3425,2,late late terrible awful late worst late !!! 😡 LOL
3426,5,excellent awesome awesome fantastic great 😡 😡 SUPER
3427,5,amazing amazing excellent great awesome ... 😡
3428,4,fantastic excellent excellent excellent great @@@ @@@
3429,4,amazing fantastic amazing fantastic fantastic great !!! 😡 SUPER
3430,2,awful terrible awful worst 😍
